9410,1,1
4817,1,1
16014,1,1
13617,1,1
10178,1,1
11151,1,1
4418,1,1
5971,1,1
9007,1,1
6574,1,1
13618,1,1
7309,1,1
8334,1,1
8886,1,1
15043,1,1
14469,1,1
15685,1,1
15479,1,1
8002,1,1
4568,1,1
3318,1,1
3500,1,1
13515,1,1
15537,1,1
4917,1,1
9532,1,1
12937,1,1
11272,1,1
12423,1,1
12029,1,1
3755,1,1
4533,1,1
11215,1,1
8004,1,1
13126,1,1
14379,1,1
6477,1,1
8474,1,1
8285,1,1
15491,1,1
3027,1,1
9011,1,1
12233,1,1
14757,1,1
5976,1,1
9028,1,1
9165,1,1
16021,1,1
5253,1,1
7569,1,1
3905,1,1
4378,1,1
10819,1,1
5510,1,1
11220,1,1
10347,1,1
5676,1,1
8137,1,1
9811,1,1
12995,1,1
7403,1,1
15982,1,1
14767,1,1
13523,1,1
8594,1,1
8634,1,1
14625,1,1
9379,1,1
15014,1,1
12358,1,1
8712,1,1
9421,1,1
16180,1,1
15087,1,1
12854,1,1
11836,1,1
16140,1,1
16218,1,1
7908,1,1
11623,1,1
3550,1,1
7488,1,1
3724,1,1
11988,1,1
13883,1,1
3637,1,1
9256,1,1
12552,1,1
4928,1,1
3687,1,1
3886,1,1
12097,1,1
3407,1,1
15776,1,1
15378,1,1
12396,1,1
3857,1,1
3121,1,1
8400,1,1
5681,1,1
8291,1,1
3410,1,1
9223,1,1
10040,1,1
13440,1,1
3793,1,1
5615,1,1
9426,1,1
10198,1,1
16186,1,1
9961,1,1
13335,1,1
13532,1,1
10936,1,1
16257,1,1
5863,1,1
7950,1,1
15633,1,1
3285,1,1
11122,1,1
15383,1,1
15225,1,1
11356,1,1
7912,1,1
12906,1,1
11574,1,1
8678,1,1
7183,1,1
8535,1,1
9023,1,1
11801,1,1
13743,1,1
7221,1,1
5734,1,1
16065,1,1
14279,1,1
5323,1,1
7376,1,1
7615,1,1
16189,1,1
5989,1,1
3560,1,1
8019,1,1
8645,1,1
14010,1,1
7458,1,1
7412,1,1
15798,1,1
12815,1,1
6593,1,1
3696,1,1
10006,1,1
15097,1,1
13228,1,1
8442,1,1
5621,1,1
9092,1,1
11182,1,1
7336,1,1
10701,1,1
13141,1,1
9352,1,1
11805,1,1
5587,1,1
5841,1,1
6556,1,1
5395,1,1
11848,1,1
7718,1,1
12680,1,1
4878,1,1
4551,1,1
4506,1,1
11185,1,1
13268,1,1
3427,1,1
12285,1,1
11807,1,1
3293,1,1
6501,1,1
14527,1,1
2991,1,1
9900,1,1
9655,1,1
13545,1,1
11581,1,1
3936,1,1
8446,1,1
13920,1,1
16383,1,1
15804,1,1
9395,1,1
9556,1,1
15154,1,1
14170,1,1
9903,1,1
11682,1,1
8412,1,1
12374,1,1
7683,1,1
10231,1,1
13660,1,1
15657,1,1
9658,1,1
15110,1,1
11138,1,1
12967,1,1
14909,1,1
4556,1,1
4900,1,1
14695,1,1
8119,1,1
10308,1,1
11429,1,1
14256,1,1
6069,1,1
10900,1,1
12825,1,1
4885,1,1
7466,1,1
11430,1,1
13025,1,1
10622,1,1
5562,1,1
7770,1,1
8907,1,1
13860,1,1
11948,1,1
10371,1,1
8309,1,1
4686,1,1
13149,1,1
14259,1,1
15584,1,1
15189,1,1
12256,1,1
16201,1,1
9273,1,1
8996,1,1
11383,1,1
5909,1,1
10802,1,1
13899,1,1
15115,1,1
10511,1,1
11689,1,1
13824,1,1
6041,1,1
7811,1,1
14173,1,1
16165,1,1
5333,1,1
5595,1,1
13667,1,1
12258,1,1
4597,1,1
4041,1,1
3657,1,1
3009,1,1
6566,1,1
5699,1,1
4736,1,1
5469,1,1
7629,1,1
13085,1,1
14022,1,1
5816,1,1
10751,1,1
14223,1,1
3659,1,1
4137,1,1
12978,1,1
14292,1,1
8700,1,1
13764,1,1
5410,1,1
11146,1,1
5198,1,1
7591,1,1
9632,1,1
12345,1,1
11874,1,1
4365,1,1
13159,1,1
15123,1,1
10387,1,1
9733,1,1
7430,1,1
10388,1,1
15816,1,1
5199,1,1
10962,1,1
12261,1,1
15897,1,1
11550,1,1
3148,1,1
7635,1,1
15603,1,1
4948,1,1
5081,1,1
8330,1,1
14229,1,1
7207,1,1
15817,1,1
16084,1,1
4895,1,1
11150,1,1
14842,1,1
8463,1,1
11598,1,1
13931,1,1
7166,1,1
11599,1,1
13043,1,1
10462,1,1
11826,1,1
4819,1,1
4896,1,1
3626,1,1
6229,1,1
8663,1,1
9884,1,1
15082,1,1
9008,1,1
10465,1,1
12843,1,1
12989,1,1
2951,1,1
16353,1,1
5710,1,1
10726,1,1
12657,1,1
16406,1,1
4180,1,1
8559,1,1
15083,1,1
3024,1,1
14329,1,1
3816,1,1
13284,1,1
12307,1,1
3152,1,1
3851,1,1
5974,1,1
11829,1,1
13875,1,1
14603,1,1
3026,1,1
5085,1,1
11108,1,1
12424,1,1
5929,1,1
15490,1,1
14604,1,1
4611,1,1
5573,1,1
5086,1,1
8968,1,1
11606,1,1
12133,1,1
13048,1,1
13682,1,1
5087,1,1
11607,1,1
3199,1,1
3273,1,1
15048,1,1
14890,1,1
15908,1,1
12944,1,1
15944,1,1
8972,1,1
9675,1,1
5314,1,1
15620,1,1
12512,1,1
16096,1,1
7485,1,1
16302,1,1
4867,1,1
3547,1,1
9537,1,1
8139,1,1
8874,1,1
9419,1,1
9993,1,1
3976,1,1
7316,1,1
9779,1,1
5609,1,1
4104,1,1
5167,1,1
8480,1,1
11407,1,1
4926,1,1
8933,1,1
10350,1,1
11986,1,1
11753,1,1
7869,1,1
13780,1,1
15773,1,1
8841,1,1
4830,1,1
3405,1,1
7824,1,1
10598,1,1
7909,1,1
6487,1,1
4062,1,1
8530,1,1
8599,1,1
11410,1,1
10930,1,1
13332,1,1
14479,1,1
8195,1,1
3510,1,1
13465,1,1
10827,1,1
7705,1,1
14792,1,1
8247,1,1
15054,1,1
3594,1,1
5320,1,1
10539,1,1
7218,1,1
7528,1,1
8147,1,1
11465,1,1
8743,1,1
13692,1,1
13848,1,1
10783,1,1
12556,1,1
11353,1,1
14278,1,1
14650,1,1
4292,1,1
8294,1,1
8812,1,1
13741,1,1
5765,1,1
3126,1,1
9260,1,1
14439,1,1
5438,1,1
5797,1,1
10489,1,1
4193,1,1
10421,1,1
10992,1,1
13263,1,1
3473,1,1
3924,1,1
8679,1,1
14092,1,1
14658,1,1
4298,1,1
5798,1,1
10490,1,1
8058,1,1
4672,1,1
14857,1,1
12441,1,1
12708,1,1
13745,1,1
7915,1,1
6025,1,1
8899,1,1
12562,1,1
8984,1,1
10608,1,1
5324,1,1
12777,1,1
12282,1,1
5738,1,1
11719,1,1
7957,1,1
12283,1,1
4346,1,1
8946,1,1
7577,1,1
12445,1,1
5363,1,1
7381,1,1
14282,1,1
3996,1,1
15151,1,1
4305,1,1
9042,1,1
13796,1,1
10429,1,1
3520,1,1
9043,1,1
3836,1,1
10431,1,1
13752,1,1
7191,1,1
8781,1,1
14014,1,1
16324,1,1
9394,1,1
4256,1,1
3428,1,1
7226,1,1
14210,1,1
14312,1,1
5013,1,1
6030,1,1
9045,1,1
7228,1,1
13754,1,1
9508,1,1
10013,1,1
12149,1,1
8686,1,1
13449,1,1
7985,1,1
15241,1,1
16385,1,1
5449,1,1
14406,1,1
10618,1,1
13450,1,1
15449,1,1
6506,1,1
9470,1,1
15242,1,1
8614,1,1
12571,1,1
8068,1,1
5300,1,1
5874,1,1
11730,1,1
15583,1,1
14217,1,1
11193,1,1
13076,1,1
4887,1,1
11382,1,1
14102,1,1
15031,1,1
15513,1,1
12748,1,1
5403,1,1
5069,1,1
7624,1,1
14869,1,1
16003,1,1
15963,1,1
4905,1,1
8654,1,1
6509,1,1
7667,1,1
15162,1,1
4517,1,1
3234,1,1
3489,1,1
7849,1,1
4518,1,1
15116,1,1
4645,1,1
12878,1,1
12975,1,1
8588,1,1
14290,1,1
8999,1,1
9443,1,1
9836,1,1
13360,1,1
11257,1,1
12687,1,1
4520,1,1
13156,1,1
14874,1,1
8124,1,1
7727,1,1
7853,1,1
13560,1,1
4316,1,1
11593,1,1
14877,1,1
15120,1,1
15465,1,1
14224,1,1
11439,1,1
13037,1,1
4172,1,1
11327,1,1
16205,1,1
8319,1,1
16402,1,1
8278,1,1
10720,1,1
5597,1,1
9481,1,1
7592,1,1
11822,1,1
15411,1,1
3265,1,1
12159,1,1
13160,1,1
15470,1,1
14584,1,1
5276,1,1
16012,1,1
11738,1,1
15080,1,1
8462,1,1
8423,1,1
13281,1,1
7240,1,1
8661,1,1
3241,1,1
5705,1,1
7596,1,1
9613,1,1
8830,1,1
5154,1,1
11701,1,1
3713,1,1
5489,1,1
7935,1,1
8922,1,1
12469,1,1
14230,1,1
3392,1,1
14969,1,1
4748,1,1
8092,1,1
8662,1,1
12887,1,1
3193,1,1
15478,1,1
5823,1,1
4234,1,1
7168,1,1
3023,1,1
5672,1,1
3583,1,1
4179,1,1
15903,1,1
3454,1,1
12544,1,1
16130,1,1
6046,1,1
16051,1,1
3965,1,1
4530,1,1
13210,1,1
3539,1,1
9886,1,1
12168,1,1
3674,1,1
6009,1,1
14972,1,1
8888,1,1
4181,1,1
12797,1,1
14973,1,1
9533,1,1
10398,1,1
3676,1,1
16052,1,1
4100,1,1
14755,1,1
13047,1,1
8667,1,1
10343,1,1
12425,1,1
9535,1,1
10184,1,1
16022,1,1
4572,1,1
12511,1,1
15135,1,1
3971,1,1
9253,1,1
9077,1,1
11160,1,1
3632,1,1
7982,1,1
4574,1,1
3544,1,1
7214,1,1
11508,1,1
5829,1,1
10533,1,1
5979,1,1
3401,1,1
8803,1,1
15013,1,1
8138,1,1
11750,1,1
14074,1,1
15050,1,1
3365,1,1
10595,1,1
11791,1,1
15622,1,1
3275,1,1
6582,1,1
12038,1,1
14772,1,1
8738,1,1
10254,1,1
11792,1,1
13435,1,1
5316,1,1
13524,1,1
3635,1,1
9743,1,1
12733,1,1
3464,1,1
7752,1,1
5216,1,1
9422,1,1
12481,1,1
13376,1,1
15425,1,1
5981,1,1
8103,1,1
4016,1,1
7489,1,1
15088,1,1
7140,1,1
11118,1,1
3118,1,1
9959,1,1
5645,1,1
12806,1,1
12395,1,1
11167,1,1
13884,1,1
11837,1,1
16031,1,1
4064,1,1
9747,1,1
4543,1,1
7611,1,1
15950,1,1
12434,1,1
8977,1,1
15018,1,1
7370,1,1
10145,1,1
4066,1,1
4668,1,1
5432,1,1
14644,1,1
7408,1,1
8292,1,1
10604,1,1
9498,1,1
4291,1,1
6492,1,1
14489,1,1
10111,1,1
12186,1,1
13177,1,1
12637,1,1
13973,1,1
4439,1,1
12322,1,1
8249,1,1
8938,1,1
11467,1,1
14651,1,1
9259,1,1
10084,1,1
11713,1,1
13642,1,1
12487,1,1
13643,1,1
5224,1,1
9500,1,1
12142,1,1
15058,1,1
8150,1,1
11419,1,1
3644,1,1
3220,1,1
5054,1,1
8815,1,1
16318,1,1
16036,1,1
15564,1,1
16224,1,1
5541,1,1
9614,1,1
11718,1,1
13792,1,1
9229,1,1
15993,1,1
7186,1,1
4764,1,1
12604,1,1
16149,1,1
4841,1,1
10048,1,1
15839,1,1
8155,1,1
11471,1,1
16320,1,1
3476,1,1
15062,1,1
4029,1,1
3647,1,1
10049,1,1
8750,1,1
5658,1,1
7224,1,1
12196,1,1
10265,1,1
14821,1,1
5741,1,1
10226,1,1
13652,1,1
9863,1,1
15723,1,1
5869,1,1
7536,1,1
5549,1,1
5396,1,1
5803,1,1
15336,1,1
9315,1,1
14682,1,1
10303,1,1
13855,1,1
11028,1,1
8903,1,1
12608,1,1
15998,1,1
13546,1,1
7765,1,1
11726,1,1
15181,1,1
3294,1,1
8904,1,1
12965,1,1
3866,1,1
12111,1,1
3432,1,1
10230,1,1
4309,1,1
3297,1,1
4849,1,1
7840,1,1
8581,1,1
5450,1,1
5557,1,1
3178,1,1
5265,1,1
10054,1,1
11378,1,1
11946,1,1
7504,1,1
3609,1,1
3653,1,1
10165,1,1
10621,1,1
12784,1,1
9726,1,1
7808,1,1
7342,1,1
15401,1,1
5457,1,1
10953,1,1
8995,1,1
15660,1,1
8415,1,1
8826,1,1
3139,1,1
5696,1,1
16163,1,1
5370,1,1
3440,1,1
9561,1,1
3808,1,1
14870,1,1
3141,1,1
11196,1,1
16337,1,1
11298,1,1
16042,1,1
3745,1,1
9362,1,1
12294,1,1
8031,1,1
8789,1,1
11485,1,1
13274,1,1
5878,1,1
12535,1,1
13900,1,1
11591,1,1
5143,1,1
11954,1,1
3492,1,1
13863,1,1
9798,1,1
8549,1,1
13668,1,1
3187,1,1
12381,1,1
15813,1,1
5470,1,1
5921,1,1
7927,1,1
10240,1,1
4008,1,1
16283,1,1
15408,1,1
9910,1,1
5334,1,1
16078,1,1
4741,1,1
7428,1,1
14110,1,1
5631,1,1
13086,1,1
9980,1,1
14721,1,1
8622,1,1
10325,1,1
14264,1,1
15354,1,1
8376,1,1
6081,1,1
9699,1,1
11960,1,1
5111,1,1
15321,1,1
9839,1,1
12651,1,1
9482,1,1
10810,1,1
11737,1,1
16047,1,1
15859,1,1
8177,1,1
8882,1,1
13832,1,1
13930,1,1
15329,1,1
11876,1,1
10636,1,1
3878,1,1
5782,1,1
16243,1,1
16404,1,1
5250,1,1
14882,1,1
15125,1,1
14735,1,1
15414,1,1
12932,1,1
16085,1,1
14420,1,1
12470,1,1
3582,1,1
9770,1,1
12026,1,1
3775,1,1
11152,1,1
7860,1,1
9530,1,1
9636,1,1
